location,region,scenario,year,anomaly_c,temp_c
New York,North America,ssp126,2077,2.531,14.569
London,Europe,ssp126,2077,-0.06,12.426
Lagos,Africa,ssp126,2077,1.514,28.983
Delhi,South Asia,ssp126,2077,2.792,31.194
Tokyo,East Asia,ssp126,2077,1.844,19.404
Sydney,Oceania,ssp126,2077,1.786,19.01
Longyearbyen,Arctic,ssp126,2077,2.508,-7.897
Manaus,South America,ssp126,2077,1.241,28.667
San Diego,North America,ssp126,2078,0.774,18.703
New York,North America,ssp126,2078,2.723,14.761
London,Europe,ssp126,2078,-0.292,12.195
Lagos,Africa,ssp126,2078,1.638,29.108
Delhi,South Asia,ssp126,2078,2.546,30.949
Tokyo,East Asia,ssp126,2078,1.849,19.409
Sydney,Oceania,ssp126,2078,1.969,19.193
Longyearbyen,Arctic,ssp126,2078,2.101,-8.304
Manaus,South America,ssp126,2078,1.677,29.103
San Diego,North America,ssp126,2079,1.364,19.292
New York,North America,ssp126,2079,2.224,14.262
London,Europe,ssp126,2079,-1.385,11.101
Lagos,Africa,ssp126,2079,1.935,29.404
Delhi,South Asia,ssp126,2079,2.829,31.232
Tokyo,East Asia,ssp126,2079,1.88,19.44
Sydney,Oceania,ssp126,2079,2.19,19.414
Longyearbyen,Arctic,ssp126,2079,1.59,-8.815
Manaus,South America,ssp126,2079,1.962,29.388
San Diego,North America,ssp126,2080,1.838,19.766
New York,North America,ssp126,2080,2.927,14.965
London,Europe,ssp126,2080,0.68,13.167
Lagos,Africa,ssp126,2080,1.902,29.371
Delhi,South Asia,ssp126,2080,2.734,31.137
Tokyo,East Asia,ssp126,2080,1.53,19.09
Sydney,Oceania,ssp126,2080,1.558,18.782
Longyearbyen,Arctic,ssp126,2080,0.853,-9.553
Manaus,South America,ssp126,2080,1.736,29.162
San Diego,North America,ssp126,2081,1.038,18.966
New York,North America,ssp126,2081,3.046,15.084
London,Europe,ssp126,2081,0.613,13.099
Lagos,Africa,ssp126,2081,1.97,29.439
Delhi,South Asia,ssp126,2081,2.287,30.69
Tokyo,East Asia,ssp126,2081,1.571,19.131
Sydney,Oceania,ssp126,2081,2.096,19.32
Longyearbyen,Arctic,ssp126,2081,1.915,-8.49
Manaus,South America,ssp126,2081,2.369,29.795
San Diego,North America,ssp126,2082,0.976,18.904
New York,North America,ssp126,2082,2.867,14.904
London,Europe,ssp126,2082,-0.166,12.321
Lagos,Africa,ssp126,2082,1.568,29.037
Delhi,South Asia,ssp126,2082,1.903,30.306
Tokyo,East Asia,ssp126,2082,1.041,18.601
Sydney,Oceania,ssp126,2082,1.572,18.796
Longyearbyen,Arctic,ssp126,2082,3.664,-6.741
Manaus,South America,ssp126,2082,1.534,28.96
San Diego,North America,ssp126,2083,0.233,18.162
New York,North America,ssp126,2083,2.293,14.33
London,Europe,ssp126,2083,-0.843,11.643
Lagos,Africa,ssp126,2083,1.801,29.27
Delhi,South Asia,ssp126,2083,2.659,31.061
Tokyo,East Asia,ssp126,2083,1.733,19.293
Sydney,Oceania,ssp126,2083,1.667,18.89
Longyearbyen,Arctic,ssp126,2083,3.425,-6.98
Manaus,South America,ssp126,2083,1.884,29.31
San Diego,North America,ssp126,2084,0.756,18.685
New York,North America,ssp126,2084,2.142,14.179
London,Europe,ssp126,2084,-0.488,11.999
Lagos,Africa,ssp126,2084,1.83,29.3
Delhi,South Asia,ssp126,2084,2.093,30.496
Tokyo,East Asia,ssp126,2084,1.687,19.247
Sydney,Oceania,ssp126,2084,1.841,19.064
Longyearbyen,Arctic,ssp126,2084,3.819,-6.587
Manaus,South America,ssp126,2084,2.001,29.427
San Diego,North America,ssp126,2085,1.829,19.757
New York,North America,ssp126,2085,1.776,13.814
London,Europe,ssp126,2085,0.079,12.565
Lagos,Africa,ssp126,2085,1.672,29.141
Delhi,South Asia,ssp126,2085,3.1,31.502
Tokyo,East Asia,ssp126,2085,1.944,19.504
Sydney,Oceania,ssp126,2085,1.484,18.707
Longyearbyen,Arctic,ssp126,2085,1.348,-9.057
Manaus,South America,ssp126,2085,1.606,29.032
San Diego,North America,ssp126,2086,2.003,19.931
New York,North America,ssp126,2086,3.508,15.545
London,Europe,ssp126,2086,0.671,13.158
Lagos,Africa,ssp126,2086,1.835,29.304
Delhi,South Asia,ssp126,2086,1.543,29.946
Tokyo,East Asia,ssp126,2086,1.177,18.737
Sydney,Oceania,ssp126,2086,2.113,19.337
Longyearbyen,Arctic,ssp126,2086,2.177,-8.228
Manaus,South America,ssp126,2086,2.392,29.818
San Diego,North America,ssp126,2087,0.668,18.596
New York,North America,ssp126,2087,4.002,16.04
London,Europe,ssp126,2087,0.162,12.648
Lagos,Africa,ssp126,2087,1.94,29.409
Delhi,South Asia,ssp126,2087,2.159,30.562
Tokyo,East Asia,ssp126,2087,1.515,19.075
Sydney,Oceania,ssp126,2087,2.049,19.272
Longyearbyen,Arctic,ssp126,2087,3.969,-6.436
Manaus,South America,ssp126,2087,2.158,29.584
San Diego,North America,ssp126,2088,0.329,18.258
New York,North America,ssp126,2088,3.257,15.294
London,Europe,ssp126,2088,0.765,13.251
Lagos,Africa,ssp126,2088,1.249,28.718
Delhi,South Asia,ssp126,2088,1.947,30.349
Tokyo,East Asia,ssp126,2088,1.354,18.914
Sydney,Oceania,ssp126,2088,1.533,18.757
Longyearbyen,Arctic,ssp126,2088,1.685,-8.72
Manaus,South America,ssp126,2088,1.383,28.809
San Diego,North America,ssp126,2089,0.453,18.381
New York,North America,ssp126,2089,2.909,14.947
London,Europe,ssp126,2089,-0.282,12.204
Lagos,Africa,ssp126,2089,1.785,29.254
Delhi,South Asia,ssp126,2089,1.765,30.168
Tokyo,East Asia,ssp126,2089,1.365,18.925
Sydney,Oceania,ssp126,2089,2.184,19.408
Longyearbyen,Arctic,ssp126,2089,4.918,-5.487
Manaus,South America,ssp126,2089,1.799,29.225
San Diego,North America,ssp126,2090,1.052,18.98
New York,North America,ssp126,2090,3.659,15.696
London,Europe,ssp126,2090,-0.518,11.969
Lagos,Africa,ssp126,2090,1.953,29.423
Delhi,South Asia,ssp126,2090,2.592,30.995
Tokyo,East Asia,ssp126,2090,1.838,19.398
Sydney,Oceania,ssp126,2090,2.096,19.319
Longyearbyen,Arctic,ssp126,2090,6.131,-4.274
Manaus,South America,ssp126,2090,2.116,29.542
San Diego,North America,ssp126,2091,0.92,18.849
New York,North America,ssp126,2091,2.907,14.945
London,Europe,ssp126,2091,-1.119,11.368
Lagos,Africa,ssp126,2091,1.473,28.942
Delhi,South Asia,ssp126,2091,1.897,30.3
Tokyo,East Asia,ssp126,2091,1.472,19.032
Sydney,Oceania,ssp126,2091,2.152,19.376
Longyearbyen,Arctic,ssp126,2091,4.021,-6.384
Manaus,South America,ssp126,2091,1.169,28.595
San Diego,North America,ssp126,2092,0.532,18.46
New York,North America,ssp126,2092,2.991,15.029
London,Europe,ssp126,2092,-0.05,12.436
Lagos,Africa,ssp126,2092,1.543,29.012
Delhi,South Asia,ssp126,2092,2.873,31.276
Tokyo,East Asia,ssp126,2092,2.022,19.582
Sydney,Oceania,ssp126,2092,1.685,18.909
Longyearbyen,Arctic,ssp126,2092,1.489,-8.916
Manaus,South America,ssp126,2092,1.486,28.912
San Diego,North America,ssp126,2093,2.105,20.033
New York,North America,ssp126,2093,1.834,13.871
London,Europe,ssp126,2093,0.018,12.505
Lagos,Africa,ssp126,2093,1.635,29.105
Delhi,South Asia,ssp126,2093,1.434,29.837
Tokyo,East Asia,ssp126,2093,2.052,19.613
Sydney,Oceania,ssp126,2093,1.838,19.062
Longyearbyen,Arctic,ssp126,2093,2.149,-8.256
Manaus,South America,ssp126,2093,1.624,29.05
San Diego,North America,ssp126,2094,1.051,18.98
New York,North America,ssp126,2094,3.264,15.302
London,Europe,ssp126,2094,-0.483,12.004
Lagos,Africa,ssp126,2094,1.251,28.72
Delhi,South Asia,ssp126,2094,1.848,30.251
Tokyo,East Asia,ssp126,2094,2.151,19.711
Sydney,Oceania,ssp126,2094,1.31,18.533
Longyearbyen,Arctic,ssp126,2094,1.3,-9.105
Manaus,South America,ssp126,2094,1.466,28.892
San Diego,North America,ssp126,2095,0.61,18.538
New York,North America,ssp126,2095,2.763,14.8
London,Europe,ssp126,2095,0.42,12.907
Lagos,Africa,ssp126,2095,1.89,29.359
Delhi,South Asia,ssp126,2095,1.648,30.05
Tokyo,East Asia,ssp126,2095,1.63,19.19
Sydney,Oceania,ssp126,2095,2.069,19.293
Longyearbyen,Arctic,ssp126,2095,2.75,-7.655
Manaus,South America,ssp126,2095,2.091,29.517
San Diego,North America,ssp126,2096,0.832,18.76
New York,North America,ssp126,2096,4.268,16.306
London,Europe,ssp126,2096,-0.223,12.264
Lagos,Africa,ssp126,2096,1.406,28.876
Delhi,South Asia,ssp126,2096,2.229,30.631
Tokyo,East Asia,ssp126,2096,1.452,19.012
Sydney,Oceania,ssp126,2096,1.645,18.869
Longyearbyen,Arctic,ssp126,2096,3.806,-6.599
Manaus,South America,ssp126,2096,1.523,28.948
San Diego,North America,ssp126,2097,1.796,19.724
New York,North America,ssp126,2097,3.201,15.238
London,Europe,ssp126,2097,-0.386,12.1
Lagos,Africa,ssp126,2097,1.813,29.282
Delhi,South Asia,ssp126,2097,2.617,31.019
Tokyo,East Asia,ssp126,2097,1.579,19.139
Sydney,Oceania,ssp126,2097,1.5,18.724
Longyearbyen,Arctic,ssp126,2097,3.885,-6.52
Manaus,South America,ssp126,2097,1.945,29.371
San Diego,North America,ssp126,2098,0.771,18.699
New York,North America,ssp126,2098,3.074,15.111
London,Europe,ssp126,2098,-0.137,12.35
Lagos,Africa,ssp126,2098,2.058,29.527
Delhi,South Asia,ssp126,2098,3.315,31.717
Tokyo,East Asia,ssp126,2098,2.238,19.798
Sydney,Oceania,ssp126,2098,2.026,19.25
Longyearbyen,Arctic,ssp126,2098,2.277,-8.128
Manaus,South America,ssp126,2098,2.468,29.894
San Diego,North America,ssp126,2099,1.079,19.007
New York,North America,ssp126,2099,2.965,15.003
London,Europe,ssp126,2099,1.104,13.591
Lagos,Africa,ssp126,2099,1.793,29.263
Delhi,South Asia,ssp126,2099,1.525,29.927
Tokyo,East Asia,ssp126,2099,1.181,18.741
Sydney,Oceania,ssp126,2099,1.731,18.954
Longyearbyen,Arctic,ssp126,2099,2.219,-8.186
Manaus,South America,ssp126,2099,1.982,29.408
San Diego,North America,ssp126,2100,1.712,19.64
New York,North America,ssp126,2100,2.566,14.603
London,Europe,ssp126,2100,-0.687,11.8
Lagos,Africa,ssp126,2100,1.933,29.402
Delhi,South Asia,ssp126,2100,2.785,31.188
Tokyo,East Asia,ssp126,2100,1.372,18.932
Sydney,Oceania,ssp126,2100,1.62,18.843
Longyearbyen,Arctic,ssp126,2100,2.433,-7.972
Manaus,South America,ssp126,2100,1.969,29.395
San Diego,North America,ssp245,2015,0.054,17.982
New York,North America,ssp245,2015,0.154,12.191
London,Europe,ssp245,2015,0.086,12.573
Lagos,Africa,ssp245,2015,0.661,28.13
Delhi,South Asia,ssp245,2015,1.078,29.48
Tokyo,East Asia,ssp245,2015,0.492,18.053
Sydney,Oceania,ssp245,2015,0.625,17.849
Longyearbyen,Arctic,ssp245,2015,1.753,-8.652
Manaus,South America,ssp245,2015,0.496,27.922
San Diego,North America,ssp245,2016,0.359,18.287
New York,North America,ssp245,2016,0.742,12.779
London,Europe,ssp245,2016,0.185,12.672
Lagos,Africa,ssp245,2016,0.689,28.158
Delhi,South Asia,ssp245,2016,0.448,28.85
Tokyo,East Asia,ssp245,2016,0.76,18.32
Sydney,Oceania,ssp245,2016,0.399,17.623
Longyearbyen,Arctic,ssp245,2016,0.763,-9.642
Manaus,South America,ssp245,2016,0.437,27.863
San Diego,North America,ssp245,2017,0.539,18.467
New York,North America,ssp245,2017,2.107,14.144
London,Europe,ssp245,2017,0.302,12.788
Lagos,Africa,ssp245,2017,0.21,27.679
Delhi,South Asia,ssp245,2017,-0.386,28.017
Tokyo,East Asia,ssp245,2017,0.591,18.151
Sydney,Oceania,ssp245,2017,-0.193,17.03
Longyearbyen,Arctic,ssp245,2017,1.865,-8.54
Manaus,South America,ssp245,2017,0.248,27.673
San Diego,North America,ssp245,2018,-0.463,17.465
New York,North America,ssp245,2018,0.338,12.376
London,Europe,ssp245,2018,0.9,13.387
Lagos,Africa,ssp245,2018,0.399,27.868
Delhi,South Asia,ssp245,2018,0.55,28.952
Tokyo,East Asia,ssp245,2018,0.829,18.389
Sydney,Oceania,ssp245,2018,-0.031,17.193
Longyearbyen,Arctic,ssp245,2018,-0.268,-10.673
Manaus,South America,ssp245,2018,0.614,28.04
San Diego,North America,ssp245,2019,-0.448,17.481
New York,North America,ssp245,2019,1.181,13.219
London,Europe,ssp245,2019,1.06,13.546
Lagos,Africa,ssp245,2019,0.784,28.253
Delhi,South Asia,ssp245,2019,0.513,28.915
Tokyo,East Asia,ssp245,2019,1.192,18.752
Sydney,Oceania,ssp245,2019,0.888,18.112
Longyearbyen,Arctic,ssp245,2019,0.821,-9.584
Manaus,South America,ssp245,2019,0.963,28.389
San Diego,North America,ssp245,2020,-0.18,17.749
New York,North America,ssp245,2020,1.529,13.567
London,Europe,ssp245,2020,1.109,13.596
Lagos,Africa,ssp245,2020,0.301,27.77
Delhi,South Asia,ssp245,2020,-0.589,27.813
Tokyo,East Asia,ssp245,2020,1.461,19.021
Sydney,Oceania,ssp245,2020,0.295,17.519
Longyearbyen,Arctic,ssp245,2020,0.448,-9.958
Manaus,South America,ssp245,2020,-0.163,27.263
San Diego,North America,ssp245,2021,0.045,17.973
New York,North America,ssp245,2021,1.368,13.405
London,Europe,ssp245,2021,-0.392,12.095
Lagos,Africa,ssp245,2021,0.362,27.831
Delhi,South Asia,ssp245,2021,-0.126,28.277
Tokyo,East Asia,ssp245,2021,1.409,18.969
Sydney,Oceania,ssp245,2021,-0.393,16.83
Longyearbyen,Arctic,ssp245,2021,-0.979,-11.385
Manaus,South America,ssp245,2021,0.047,27.473
San Diego,North America,ssp245,2022,-0.317,17.611
New York,North America,ssp245,2022,1.384,13.421
London,Europe,ssp245,2022,0.357,12.843
Lagos,Africa,ssp245,2022,0.56,28.029
Delhi,South Asia,ssp245,2022,1.134,29.537
Tokyo,East Asia,ssp245,2022,1.045,18.605
Sydney,Oceania,ssp245,2022,0.148,17.372
Longyearbyen,Arctic,ssp245,2022,1.063,-9.342
Manaus,South America,ssp245,2022,0.743,28.169
San Diego,North America,ssp245,2023,0.742,18.67
New York,North America,ssp245,2023,0.761,12.798
London,Europe,ssp245,2023,0.56,13.047
Lagos,Africa,ssp245,2023,0.831,28.301
Delhi,South Asia,ssp245,2023,0.562,28.965
Tokyo,East Asia,ssp245,2023,1.475,19.035
Sydney,Oceania,ssp245,2023,0.426,17.649
Longyearbyen,Arctic,ssp245,2023,-1.796,-12.201
Manaus,South America,ssp245,2023,1.14,28.566
San Diego,North America,ssp245,2024,0.168,18.097
New York,North America,ssp245,2024,1.81,13.848
London,Europe,ssp245,2024,0.383,12.87
Lagos,Africa,ssp245,2024,1.189,28.658
Delhi,South Asia,ssp245,2024,0.403,28.805
Tokyo,East Asia,ssp245,2024,1.242,18.802
Sydney,Oceania,ssp245,2024,1.404,18.627
Longyearbyen,Arctic,ssp245,2024,2.802,-7.603
Manaus,South America,ssp245,2024,1.568,28.994
San Diego,North America,ssp245,2025,0.308,18.237
New York,North America,ssp245,2025,1.868,13.905
London,Europe,ssp245,2025,0.18,12.667
Lagos,Africa,ssp245,2025,0.827,28.296
Delhi,South Asia,ssp245,2025,-0.667,27.736
Tokyo,East Asia,ssp245,2025,1.041,18.601
Sydney,Oceania,ssp245,2025,0.71,17.934
Longyearbyen,Arctic,ssp245,2025,3.261,-7.145
Manaus,South America,ssp245,2025,0.28,27.706
San Diego,North America,ssp245,2026,0.41,18.338
New York,North America,ssp245,2026,1.86,13.897
London,Europe,ssp245,2026,-0.237,12.25
Lagos,Africa,ssp245,2026,0.565,28.034
Delhi,South Asia,ssp245,2026,-0.034,28.368
Tokyo,East Asia,ssp245,2026,1.56,19.12
Sydney,Oceania,ssp245,2026,0.207,17.431
Longyearbyen,Arctic,ssp245,2026,1.986,-8.419
Manaus,South America,ssp245,2026,0.412,27.838
San Diego,North America,ssp245,2027,0.97,18.898
New York,North America,ssp245,2027,1.363,13.4
London,Europe,ssp245,2027,0.441,12.927
Lagos,Africa,ssp245,2027,1.039,28.509
Delhi,South Asia,ssp245,2027,1.053,29.456
Tokyo,East Asia,ssp245,2027,1.057,18.618
Sydney,Oceania,ssp245,2027,0.35,17.574
Longyearbyen,Arctic,ssp245,2027,0.49,-9.915
Manaus,South America,ssp245,2027,1.228,28.654
San Diego,North America,ssp245,2028,1.082,19.011
New York,North America,ssp245,2028,1.098,13.135
London,Europe,ssp245,2028,0.581,13.068
Lagos,Africa,ssp245,2028,1.1,28.569
Delhi,South Asia,ssp245,2028,0.424,28.826
Tokyo,East Asia,ssp245,2028,0.848,18.408
Sydney,Oceania,ssp245,2028,1.434,18.657
Longyearbyen,Arctic,ssp245,2028,2.427,-7.978
Manaus,South America,ssp245,2028,1.258,28.684
San Diego,North America,ssp245,2029,1.095,19.023
New York,North America,ssp245,2029,2.127,14.164
London,Europe,ssp245,2029,0.495,12.982
Lagos,Africa,ssp245,2029,0.691,28.16
Delhi,South Asia,ssp245,2029,1.57,29.973
Tokyo,East Asia,ssp245,2029,1.235,18.795
Sydney,Oceania,ssp245,2029,1.011,18.234
Longyearbyen,Arctic,ssp245,2029,4.791,-5.614
Manaus,South America,ssp245,2029,0.944,28.37
San Diego,North America,ssp245,2030,1.058,18.986
New York,North America,ssp245,2030,2.65,14.688
London,Europe,ssp245,2030,-0.107,12.38
Lagos,Africa,ssp245,2030,1.13,28.599
Delhi,South Asia,ssp245,2030,1.047,29.45
Tokyo,East Asia,ssp245,2030,1.399,18.959
Sydney,Oceania,ssp245,2030,0.9,18.124
Longyearbyen,Arctic,ssp245,2030,2.788,-7.617
Manaus,South America,ssp245,2030,1.827,29.253
San Diego,North America,ssp245,2031,0.902,18.83
New York,North America,ssp245,2031,2.366,14.403
London,Europe,ssp245,2031,0.489,12.976
Lagos,Africa,ssp245,2031,0.867,28.336
Delhi,South Asia,ssp245,2031,0.715,29.118
Tokyo,East Asia,ssp245,2031,1.04,18.6
Sydney,Oceania,ssp245,2031,0.695,17.919
Longyearbyen,Arctic,ssp245,2031,5.234,-5.171
Manaus,South America,ssp245,2031,0.85,28.276
San Diego,North America,ssp245,2032,1.194,19.122
New York,North America,ssp245,2032,1.162,13.199
London,Europe,ssp245,2032,0.561,13.047
Lagos,Africa,ssp245,2032,0.642,28.111
Delhi,South Asia,ssp245,2032,0.239,28.642
Tokyo,East Asia,ssp245,2032,0.971,18.531
Sydney,Oceania,ssp245,2032,0.577,17.801
Longyearbyen,Arctic,ssp245,2032,2.369,-8.036
Manaus,South America,ssp245,2032,0.672,28.098
San Diego,North America,ssp245,2033,0.3,18.229
New York,North America,ssp245,2033,1.06,13.098
London,Europe,ssp245,2033,1.065,13.551
Lagos,Africa,ssp245,2033,0.979,28.449
Delhi,South Asia,ssp245,2033,0.161,28.563
Tokyo,East Asia,ssp245,2033,1.003,18.563
Sydney,Oceania,ssp245,2033,0.734,17.958
Longyearbyen,Arctic,ssp245,2033,3.166,-7.239
Manaus,South America,ssp245,2033,1.148,28.574
San Diego,North America,ssp245,2034,0.498,18.427
New York,North America,ssp245,2034,2.287,14.324
London,Europe,ssp245,2034,0.998,13.484
Lagos,Africa,ssp245,2034,1.448,28.917
Delhi,South Asia,ssp245,2034,0.56,28.963
Tokyo,East Asia,ssp245,2034,1.589,19.149
Sydney,Oceania,ssp245,2034,1.233,18.457
Longyearbyen,Arctic,ssp245,2034,2.349,-8.056
Manaus,South America,ssp245,2034,1.63,29.056
San Diego,North America,ssp245,2035,0.48,18.409
New York,North America,ssp245,2035,1.922,13.96
London,Europe,ssp245,2035,0.895,13.381
Lagos,Africa,ssp245,2035,1.015,28.484
Delhi,South Asia,ssp245,2035,1.392,29.795
Tokyo,East Asia,ssp245,2035,0.75,18.31
Sydney,Oceania,ssp245,2035,0.978,18.201
Longyearbyen,Arctic,ssp245,2035,2.865,-7.54
Manaus,South America,ssp245,2035,0.996,28.422
San Diego,North America,ssp245,2036,0.616,18.545
New York,North America,ssp245,2036,1.287,13.325
London,Europe,ssp245,2036,1.028,13.514
Lagos,Africa,ssp245,2036,1.348,28.817
Delhi,South Asia,ssp245,2036,0.948,29.351
Tokyo,East Asia,ssp245,2036,1.408,18.968
Sydney,Oceania,ssp245,2036,1.158,18.382
Longyearbyen,Arctic,ssp245,2036,3.937,-6.468
Manaus,South America,ssp245,2036,1.798,29.224
San Diego,North America,ssp245,2037,-0.35,17.578
New York,North America,ssp245,2037,1.805,13.843
London,Europe,ssp245,2037,1.521,14.008
Lagos,Africa,ssp245,2037,1.366,28.835
Delhi,South Asia,ssp245,2037,1.924,30.326
Tokyo,East Asia,ssp245,2037,1.564,19.124
Sydney,Oceania,ssp245,2037,1.875,19.099
Longyearbyen,Arctic,ssp245,2037,1.123,-9.283
Manaus,South America,ssp245,2037,1.491,28.917
San Diego,North America,ssp245,2038,0.699,18.628
New York,North America,ssp245,2038,2.604,14.642
London,Europe,ssp245,2038,2.582,15.069
Lagos,Africa,ssp245,2038,1.227,28.696
Delhi,South Asia,ssp245,2038,1.215,29.617
Tokyo,East Asia,ssp245,2038,1.314,18.874
Sydney,Oceania,ssp245,2038,1.345,18.569
Longyearbyen,Arctic,ssp245,2038,0.977,-9.428
Manaus,South America,ssp245,2038,1.807,29.233
San Diego,North America,ssp245,2039,0.623,18.551
New York,North America,ssp245,2039,2.84,14.877
London,Europe,ssp245,2039,0.264,12.751
Lagos,Africa,ssp245,2039,0.773,28.243
Delhi,South Asia,ssp245,2039,0.161,28.564
Tokyo,East Asia,ssp245,2039,1.137,18.697
Sydney,Oceania,ssp245,2039,0.55,17.774
Longyearbyen,Arctic,ssp245,2039,3.952,-6.453
Manaus,South America,ssp245,2039,0.21,27.636
San Diego,North America,ssp245,2040,0.452,18.381
New York,North America,ssp245,2040,1.618,13.656
London,Europe,ssp245,2040,0.615,13.102
Lagos,Africa,ssp245,2040,1.21,28.68
Delhi,South Asia,ssp245,2040,0.756,29.158
Tokyo,East Asia,ssp245,2040,0.848,18.408
Sydney,Oceania,ssp245,2040,1.101,18.325
Longyearbyen,Arctic,ssp245,2040,0.25,-10.155
Manaus,South America,ssp245,2040,1.011,28.437
San Diego,North America,ssp245,2041,1.232,19.16
New York,North America,ssp245,2041,2.479,14.517
London,Europe,ssp245,2041,1.186,13.673
Lagos,Africa,ssp245,2041,1.761,29.23
Delhi,South Asia,ssp245,2041,0.67,29.072
Tokyo,East Asia,ssp245,2041,1.107,18.668
Sydney,Oceania,ssp245,2041,1.811,19.035
Longyearbyen,Arctic,ssp245,2041,1.1,-9.305
Manaus,South America,ssp245,2041,1.941,29.367
San Diego,North America,ssp245,2042,0.795,18.723
New York,North America,ssp245,2042,2.52,14.558
London,Europe,ssp245,2042,1.107,13.593
Lagos,Africa,ssp245,2042,1.162,28.631
Delhi,South Asia,ssp245,2042,0.231,28.634
Tokyo,East Asia,ssp245,2042,2.305,19.865
Sydney,Oceania,ssp245,2042,1.507,18.73
Longyearbyen,Arctic,ssp245,2042,1.398,-9.007
Manaus,South America,ssp245,2042,0.698,28.124
San Diego,North America,ssp245,2043,2.539,20.467
New York,North America,ssp245,2043,1.057,13.095
London,Europe,ssp245,2043,1.012,13.499
Lagos,Africa,ssp245,2043,1.498,28.967
Delhi,South Asia,ssp245,2043,0.851,29.254
Tokyo,East Asia,ssp245,2043,1.666,19.226
Sydney,Oceania,ssp245,2043,1.368,18.591
Longyearbyen,Arctic,ssp245,2043,2.589,-7.816
Manaus,South America,ssp245,2043,1.818,29.244
San Diego,North America,ssp245,2044,1.554,19.482
New York,North America,ssp245,2044,2.142,14.18
London,Europe,ssp245,2044,0.978,13.465
Lagos,Africa,ssp245,2044,1.658,29.127
Delhi,South Asia,ssp245,2044,2.111,30.513
Tokyo,East Asia,ssp245,2044,1.147,18.707
Sydney,Oceania,ssp245,2044,1.576,18.8
Longyearbyen,Arctic,ssp245,2044,0.499,-9.906
Manaus,South America,ssp245,2044,2.29,29.716
San Diego,North America,ssp245,2045,1.13,19.059
New York,North America,ssp245,2045,2.315,14.353
London,Europe,ssp245,2045,0.784,13.271
Lagos,Africa,ssp245,2045,1.349,28.818
Delhi,South Asia,ssp245,2045,1.645,30.048
Tokyo,East Asia,ssp245,2045,1.285,18.845
Sydney,Oceania,ssp245,2045,1.501,18.724
Longyearbyen,Arctic,ssp245,2045,1.781,-8.624
Manaus,South America,ssp245,2045,1.736,29.162
San Diego,North America,ssp245,2046,1.179,19.107
New York,North America,ssp245,2046,2.717,14.754
London,Europe,ssp245,2046,0.321,12.808
Lagos,Africa,ssp245,2046,1.557,29.026
Delhi,South Asia,ssp245,2046,1.934,30.336
Tokyo,East Asia,ssp245,2046,1.883,19.444
Sydney,Oceania,ssp245,2046,1.741,18.965
Longyearbyen,Arctic,ssp245,2046,2.241,-8.164
Manaus,South America,ssp245,2046,2.383,29.809
San Diego,North America,ssp245,2047,1.628,19.556
New York,North America,ssp245,2047,2.512,14.55
London,Europe,ssp245,2047,0.852,13.339
Lagos,Africa,ssp245,2047,1.549,29.018
Delhi,South Asia,ssp245,2047,1.742,30.144
Tokyo,East Asia,ssp245,2047,1.214,18.774
Sydney,Oceania,ssp245,2047,0.981,18.205
Longyearbyen,Arctic,ssp245,2047,1.529,-8.876
Manaus,South America,ssp245,2047,1.45,28.876
San Diego,North America,ssp245,2048,1.863,19.791
New York,North America,ssp245,2048,1.888,13.925
London,Europe,ssp245,2048,0.966,13.452
Lagos,Africa,ssp245,2048,1.445,28.914
Delhi,South Asia,ssp245,2048,1.365,29.767
Tokyo,East Asia,ssp245,2048,1.822,19.382
Sydney,Oceania,ssp245,2048,1.305,18.528
Longyearbyen,Arctic,ssp245,2048,3.78,-6.625
Manaus,South America,ssp245,2048,1.169,28.595
San Diego,North America,ssp245,2049,2.045,19.973
New York,North America,ssp245,2049,1.758,13.796
London,Europe,ssp245,2049,1.535,14.022
Lagos,Africa,ssp245,2049,1.613,29.083
Delhi,South Asia,ssp245,2049,2.047,30.45
Tokyo,East Asia,ssp245,2049,1.885,19.445
Sydney,Oceania,ssp245,2049,1.607,18.831
Longyearbyen,Arctic,ssp245,2049,2.112,-8.293
Manaus,South America,ssp245,2049,2.217,29.643
San Diego,North America,ssp245,2050,0.851,18.779
New York,North America,ssp245,2050,3.219,15.256
London,Europe,ssp245,2050,0.948,13.435
Lagos,Africa,ssp245,2050,1.439,28.909
Delhi,South Asia,ssp245,2050,1.786,30.189
Tokyo,East Asia,ssp245,2050,2.356,19.916
Sydney,Oceania,ssp245,2050,1.557,18.78
Longyearbyen,Arctic,ssp245,2050,2.574,-7.831
Manaus,South America,ssp245,2050,1.294,28.72
San Diego,North America,ssp245,2051,1.969,19.897
New York,North America,ssp245,2051,2.392,14.43
London,Europe,ssp245,2051,0.564,13.051
Lagos,Africa,ssp245,2051,1.97,29.439
Delhi,South Asia,ssp245,2051,2.415,30.818
Tokyo,East Asia,ssp245,2051,1.653,19.213
Sydney,Oceania,ssp245,2051,1.8,19.024
Longyearbyen,Arctic,ssp245,2051,3.45,-6.955
Manaus,South America,ssp245,2051,1.882,29.308
San Diego,North America,ssp245,2052,1.417,19.345
New York,North America,ssp245,2052,2.949,14.986
London,Europe,ssp245,2052,1.479,13.965
Lagos,Africa,ssp245,2052,2.008,29.477
Delhi,South Asia,ssp245,2052,2.124,30.526
Tokyo,East Asia,ssp245,2052,2.042,19.602
Sydney,Oceania,ssp245,2052,1.918,19.142
